temporada,categoria,jugador,equipo,posicion_wyscout,posicion_primaria,posicion_normalizada,edad,pais_nacimiento,pasaporte,pie,altura,peso,valor_mercado,vencimiento_contrato,partidos_jugados,minutos_jugados,goles,xg,cesion,_match_key
2023-24,def,Juan Gutiérrez,CD Mirandés,RB,RB,Lateral,26.0,Spain,Spain,derecho,188,79,200000,2026-06-30,3,132,0,0.0,False,juan gutierrez|cd mirandes|2023-24
2025-26,med,Jan Salas,Córdoba CF,"RCMF, DMF",RCMF,Centrocampista,20.0,Spain,Spain,derecho,182,75,0,2028-06-30,4,132,0,0.0,True,jan salas|cordoba cf|2025-26
2023-24,med,M. Sesè,Atlético Levante,"RB, RAMF",RB,Lateral,23.0,Spain,Spain,derecho,178,67,0,2026-06-30,8,131,0,0.01,False,m sese|atletico levante|2023-24
2023-24,med,L. Shabani,Partizani Tirana,"RW, RB",RW,Extremo,26.0,Sweden,"Sweden, Albania",derecho,175,71,250000,2027-06-30,2,131,0,0.0,False,l shabani|partizani tirana|2023-24
2024-25,def,Santi Borikó,Arenas Club,"RWB, RCB",RWB,Lateral,22.0,Equatorial Guinea,"Equatorial Guinea, Spain",derecho,0,0,0,2026-06-30,4,131,0,0.0,True,santi boriko|arenas club|2024-25
2022-23,med,L. Torres,Técnico Universitario,"RCMF, RDMF, LDMF",RCMF,Centrocampista,23.0,Ecuador,Ecuador,derecho,186,70,100000,2027-12-31,4,131,0,0.01,False,l torres|tecnico universitario|2022-23
2023-24,def,E. Callis,,RB,RB,Lateral,24.0,Spain,Spain,unknown,0,0,0,,2,131,0,0.04,False,e callis||2023-24
2021-22,med,S. Buer,Lealtad,"LCMF, LDMF, RDMF",LCMF,Centrocampista,27.0,Ghana,Ghana,derecho,182,74,50000,2026-06-30,6,131,0,0.36,False,s buer|lealtad|2021-22
2025-26,def,Óscar Gil,Real Murcia,"RCB, CB, LCB",RCB,Central,30.0,Spain,Spain,derecho,184,75,300000,2026-06-30,2,130,0,0.24,False,oscar gil|real murcia|2025-26
2022-23,med,Pepe Sánchez,Albacete Balompié,RB,RB,Lateral,26.0,Spain,Spain,derecho,185,73,200000,2027-06-30,3,129,0,0.0,False,pepe sanchez|albacete balompie|2022-23
2024-25,med,W. Chatiliez,FC Cartagena,"RW, RWB, RAMF",RW,Extremo,20.0,Spain,Spain,izquierdo,0,0,0,2027-06-30,6,129,1,0.21,True,w chatiliez|fc cartagena|2024-25
2025-26,att,S. De La Torre,Racing Santander,CF,CF,Delantero,21.0,Spain,Spain,,0,0,0,2027-06-30,4,129,0,0.01,False,s de la torre|racing santander|2025-26
2021-22,def,Jonathan Silva,Johor Darul Ta'zim,LB,LB,Lateral,31.0,Argentina,"Argentina, Italy",izquierdo,178,72,700000,2026-06-30,2,128,0,0.0,False,jonathan silva|johor darul tazim|2021-22
2023-24,att,O. Sadik,Pau,CF,CF,Delantero,21.0,Morocco,Morocco,izquierdo,0,0,0,2028-06-30,2,127,0,0.33,False,o sadik|pau|2023-24
2023-24,def,Ian Forns,Real Betis B,LB,LB,Lateral,21.0,Spain,Spain,izquierdo,0,0,0,2029-06-30,2,127,0,0.01,False,ian forns|real betis b|2023-24
2024-25,med,A. Guerrero,Ourense CF,"RDMF, LAMF",RDMF,Mediocentro,19.0,Spain,Spain,unknown,0,0,0,2028-06-30,2,126,0,0.0,True,a guerrero|ourense cf|2024-25
2022-23,def,Daniel Lasure,,"LB, LW",LB,Lateral,31.0,Spain,Spain,izquierdo,176,72,200000,,3,126,0,0.0,False,daniel lasure||2022-23
2024-25,med,Chico Geraldes,,"CF, AMF",CF,Delantero,30.0,Portugal,Portugal,derecho,175,68,2000000,,3,125,0,0.09,False,chico geraldes||2024-25
2021-22,att,Ethyan González,Muaither,CF,CF,Delantero,23.0,Spain,Spain,derecho,185,76,150000,2026-06-30,7,124,0,0.09,False,ethyan gonzalez|muaither|2021-22
2024-25,med,Ekain Zenitagoia,Real Murcia,"CF, AMF",CF,Delantero,31.0,Spain,Spain,derecho,179,74,500000,2026-06-30,8,124,1,0.05,False,ekain zenitagoia|real murcia|2024-25
2023-24,med,Rafel Bauzà,CD Mirandés,"RCMF, AMF",RCMF,Centrocampista,21.0,Spain,Spain,derecho,183,72,0,2028-06-30,5,123,0,0.0,True,rafel bauza|cd mirandes|2023-24
2024-25,att,Manu Vallejo,,"LW, LWF, LAMF",LW,Extremo,29.0,Spain,Spain,derecho,167,62,1500000,,6,122,0,0.41,False,manu vallejo||2024-25
2021-22,att,Clau Mendes,Casa Pia AC,CF,CF,Delantero,24.0,Spain,"Spain, Guinea-Bissau",izquierdo,186,78,250000,2026-06-30,6,119,0,0.62,False,clau mendes|casa pia ac|2021-22
2022-23,def,V. Kravets,Metalist 1925 Kharkiv,LB,LB,Lateral,27.0,Ukraine,Ukraine,izquierdo,185,80,1000000,2026-06-30,2,118,0,0.0,False,v kravets|metalist 1925 kharkiv|2022-23
2022-23,med,Haitam Abaida,Málaga CF,"RW, LAMF",RW,Extremo,23.0,Spain,"Spain, Morocco",izquierdo,172,70,200000,2027-06-30,4,117,1,0.08,False,haitam abaida|malaga cf|2022-23
2021-22,med,Gerard Gumbau,Rayo Vallecano,RCMF,RCMF,Centrocampista,30.0,Spain,Spain,izquierdo,187,77,3000000,2027-06-30,2,117,0,0.12,True,gerard gumbau|rayo vallecano|2021-22
2024-25,att,J. Soonsup-bell,Grimsby Town,"CF, LWF, LAMF",CF,Delantero,22.0,England,"England, Thailand",derecho,182,76,250000,2026-06-30,7,116,0,0.07,False,j soonsupbell|grimsby town|2024-25
2021-22,def,Hernâni,Ferroviária,"RW, LB, RAMF",RW,Extremo,34.0,Portugal,"Portugal, Cape Verde Islands",izquierdo,179,73,250000,,5,116,0,0.88,False,hernani|ferroviaria|2021-22
2024-25,def,Matías Barboza,Atlético Madrid B,"RCB, LCB",RCB,Central,23.0,Spain,Spain,derecho,187,79,0,2027-06-30,2,115,0,0.0,True,matias barboza|atletico madrid b|2024-25
2021-22,def,Bolaño,,LCB,LCB,Central,40.0,Spain,Spain,izquierdo,182,77,0,,3,115,0,0.0,False,bolano||2021-22
2021-22,att,Ismael Gutiérrez,Xerez,"AMF, CF, LDMF",AMF,Mediapunta,25.0,Spain,Spain,derecho,178,74,200000,2026-06-30,5,115,0,0.0,False,ismael gutierrez|xerez|2021-22
2022-23,med,Ces Cotos,Utebo,"LAMF, RW, LW",LAMF,Mediapunta,25.0,Venezuela,"Venezuela, Spain",derecho,179,70,0,2026-06-30,4,115,0,0.06,False,ces cotos|utebo|2022-23
2022-23,def,Víctor Olmo,Conil,LB,LB,Lateral,24.0,Spain,Spain,izquierdo,170,67,0,2026-06-30,3,113,0,0.0,False,victor olmo|conil|2022-23
2021-22,def,N. Datković,,"CB, RCB",CB,Central,32.0,Croatia,Croatia,derecho,190,84,250000,,3,113,0,0.22,False,n datkovic||2021-22
2021-22,def,Biel Farrés,Girona FC,"LCB, RCB",LCB,Central,23.0,Spain,Spain,derecho,180,76,0,2026-06-30,2,113,0,0.0,False,biel farres|girona fc|2021-22
2024-25,med,Àlex Corredera,Sporting Gijón,"RCMF, LCMF",RCMF,Centrocampista,29.0,Spain,Spain,izquierdo,178,72,1000000,2028-06-30,3,112,0,0.0,False,alex corredera|sporting gijon|2024-25
2021-22,att,Diego García,CD Leganés,CF,CF,Delantero,25.0,Spain,Spain,derecho,186,80,2000000,2028-06-30,4,112,0,0.36,False,diego garcia|cd leganes|2021-22
2025-26,med,Josema,Ceuta B,DMF,DMF,Mediocentro,23.0,Spain,Spain,izquierdo,177,70,0,,5,111,0,0.03,False,josema|ceuta b|2025-26
2021-22,med,N. Leiva,Jagiellonia Białystok,"LW, CF, RW",LW,Extremo,29.0,Argentina,"Argentina, Spain",derecho,172,70,1000000,2026-06-30,4,111,0,0.0,True,n leiva|jagiellonia biaystok|2021-22
2023-24,med,Álex Lozano,Sporting Gijón,RW,RW,Extremo,20.0,Spain,Spain,izquierdo,0,0,0,2026-06-30,6,109,0,0.08,False,alex lozano|sporting gijon|2023-24
2024-25,med,T. Alarcón,Colo Colo,"AMF, LCMF",AMF,Mediapunta,26.0,Chile,Chile,derecho,175,70,1000000,2026-12-31,3,108,0,0.09,False,t alarcon|colo colo|2024-25
2023-24,def,Buba Sangaré,Elche CF,RB,RB,Lateral,18.0,Spain,"Spain, Mali",derecho,183,77,0,2029-06-30,2,107,0,0.0,True,buba sangare|elche cf|2023-24
2022-23,def,L. Agbenyenu,,"LB, LW",LB,Lateral,29.0,Ghana,Ghana,izquierdo,175,67,175000,,2,107,0,0.0,False,l agbenyenu||2022-23
2021-22,med,Pablo Hervías,Pontevedra,"RW, LW, RB",RW,Extremo,32.0,Spain,Spain,derecho,174,71,200000,2026-06-30,6,106,0,0.08,False,pablo hervias|pontevedra|2021-22
2024-25,def,J. Salinas,Racing Santander,LCB,LCB,Central,18.0,Spain,Spain,izquierdo,181,0,0,2029-06-30,1,105,0,0.0,False,j salinas|racing santander|2024-25
2023-24,med,S. Homenchenko,Querétaro,"LDMF, RDMF",LDMF,Mediocentro,22.0,Uruguay,Uruguay,izquierdo,185,78,500000,2027-12-31,5,104,0,0.0,True,s homenchenko|queretaro|2023-24
2024-25,med,L. Ramazani,Leeds United,"LAMF, LW",LAMF,Mediapunta,24.0,Belgium,"Belgium, Burundi",derecho,168,55,5000000,2028-06-30,1,104,1,0.41,False,l ramazani|leeds united|2024-25
2021-22,med,Haitam Abaida,Málaga CF,"RW, RAMF",RW,Extremo,23.0,Spain,"Spain, Morocco",izquierdo,172,70,200000,2027-06-30,4,104,0,0.06,False,haitam abaida|malaga cf|2021-22
2025-26,def,Juan Pérez,SD Huesca,GK,GK,Portero,29.0,Spain,Spain,derecho,191,83,600000,2026-06-30,1,104,0,0.0,False,juan perez|sd huesca|2025-26
2024-25,med,Adam Boayar,Elche CF,"CF, AMF",CF,Delantero,20.0,Spain,Spain,,0,0,0,2027-06-30,3,104,1,0.53,False,adam boayar|elche cf|2024-25
2025-26,def,Manu Marquéz,Racing Santander,RCB,RCB,Central,21.0,Spain,Spain,derecho,172,63,0,,1,104,0,0.0,False,manu marquez|racing santander|2025-26
2025-26,def,L. Gómez,Racing Santander,GK,GK,Portero,19.0,Spain,Spain,unknown,0,0,0,2027-06-30,1,104,0,0.0,False,l gomez|racing santander|2025-26
2025-26,def,Valentin Pezzolesi,Las Palmas Atlético,"RB, RW",RB,Lateral,19.0,Spain,"Spain, Argentina",derecho,0,0,0,2027-06-30,4,103,0,0.05,False,valentin pezzolesi|las palmas atletico|2025-26
2021-22,med,Jorge Aguirre,Panetolikos FC,"CF, RW",CF,Delantero,26.0,Spain,Spain,derecho,183,78,300000,2027-06-30,9,103,0,0.0,True,jorge aguirre|panetolikos fc|2021-22
2024-25,def,Adrián Vázquez,Las Palmas Atlético,RB,RB,Lateral,21.0,Spain,Spain,derecho,175,70,0,2027-06-30,2,103,0,0.0,False,adrian vazquez|las palmas atletico|2024-25
2025-26,att,S. Weissman,Blau-Weiß Linz,CF,CF,Delantero,30.0,Israel,Israel,derecho,174,69,1700000,2026-06-30,2,103,0,0.16,False,s weissman|blauwei linz|2025-26
2025-26,med,Álex Sala,Lecce,"LCMF, DMF",LCMF,Centrocampista,24.0,Spain,Spain,derecho,185,77,0,2028-06-30,1,102,0,0.04,False,alex sala|lecce|2025-26
2023-24,def,Miguel Llambrich,Torrent,RB,RB,Lateral,29.0,Spain,Spain,derecho,170,67,200000,2026-06-30,2,102,0,0.0,False,miguel llambrich|torrent|2023-24
2024-25,def,Álex López,Córdoba CF,LB,LB,Lateral,20.0,Spain,Spain,izquierdo,0,0,0,2027-06-30,2,102,0,0.0,False,alex lopez|cordoba cf|2024-25
2025-26,def,R. López,Pontevedra,"LB, LCMF",LB,Lateral,21.0,Spain,Spain,izquierdo,175,0,0,2028-06-30,5,102,0,0.0,False,r lopez|pontevedra|2025-26
2021-22,def,Yeremy,UCAM Murcia,LB,LB,Lateral,26.0,Spain,Spain,izquierdo,175,73,150000,2026-06-30,1,102,0,0.01,False,yeremy|ucam murcia|2021-22
2023-24,def,David Goldar,,LCB,LCB,Central,30.0,Spain,Spain,derecho,184,77,800000,,1,102,0,0.3,False,david goldar||2023-24
2024-25,def,Q. Braat,Rodez ,GK,GK,Portero,28.0,France,France,derecho,194,90,600000,2028-06-30,1,101,0,0.0,False,q braat|rodez|2024-25
2022-23,def,Moussa Diarra,Polideportivo Almería,RCB,RCB,Central,23.0,Spain,"Spain, Mali",,0,0,0,,1,101,0,0.0,False,moussa diarra|polideportivo almeria|2022-23
2022-23,att,A. Kawaya,,"RW, LWF, LW",RW,Extremo,29.0,Belgium,"Belgium, Congo DR",izquierdo,174,82,0,,7,101,1,0.52,False,a kawaya||2022-23
2022-23,def,M. Diarra,Málaga CF,RCB,RCB,Central,23.0,Mali,Mali,derecho,188,72,0,2028-06-30,1,101,0,0.0,False,m diarra|malaga cf|2022-23
2025-26,def,M. Perović,Atlético Madrid B,"LAMF, RAMF, LB",LAMF,Mediapunta,19.0,Montenegro,Montenegro,izquierdo,177,70,0,2028-06-30,6,100,0,0.14,True,m perovic|atletico madrid b|2025-26
2025-26,att,Andy Escudero,Hércules,"RAMF, CF",RAMF,Mediapunta,26.0,Spain,Spain,izquierdo,176,71,300000,2028-06-30,2,100,0,0.0,False,andy escudero|hercules|2025-26
2023-24,def,Víctor Rofino,União de Leiria,RCB,RCB,Central,23.0,Spain,"Spain, Guinea-Bissau",derecho,185,72,0,2027-06-30,1,100,0,0.0,False,victor rofino|uniao de leiria|2023-24
2022-23,def,Carlos Sánchez,Andratx,RB,RB,Lateral,24.0,Spain,Spain,derecho,0,0,0,2026-06-30,1,100,0,0.02,False,carlos sanchez|andratx|2022-23
2024-25,def,Jhafets Reyes,FC Cartagena,GK,GK,Portero,19.0,Spain,"Spain, Ecuador",derecho,187,80,0,2028-06-30,1,100,0,0.0,False,jhafets reyes|fc cartagena|2024-25
2021-22,def,Álvaro Fernández,Sevilla,GK,GK,Portero,27.0,Spain,Spain,izquierdo,185,75,2500000,2027-06-30,1,99,0,0.0,False,alvaro fernandez|sevilla|2021-22
2023-24,def,Jaime Vázquez,Celta Fortuna,"CB, LCB",CB,Central,20.0,Spain,Spain,izquierdo,0,0,0,2027-06-30,1,99,0,0.0,False,jaime vazquez|celta fortuna|2023-24
2024-25,def,Hugo Pascual,Burgos Promesas,"LB, LCB",LB,Lateral,20.0,Spain,Spain,izquierdo,0,0,0,2027-06-30,1,99,0,0.0,False,hugo pascual|burgos promesas|2024-25
2022-23,def,Ž. Frelih,Spartak Trnava,GK,GK,Portero,28.0,Slovenia,Slovenia,izquierdo,197,90,450000,2026-06-30,1,99,0,0.0,False,z frelih|spartak trnava|2022-23
2022-23,def,Jesús Owono,FC Andorra,GK,GK,Portero,25.0,Equatorial Guinea,"Equatorial Guinea, Spain",derecho,183,67,1000000,2029-06-30,1,99,0,0.0,True,jesus owono|fc andorra|2022-23
2021-22,def,Álex Pérez,,RCB,RCB,Central,33.0,Spain,Spain,derecho,191,85,100000,,3,98,0,0.14,False,alex perez||2021-22
2025-26,med,Sergio Sanchís,Unionistas de Salamanca,"RWB, RW, RAMF",RWB,Lateral,25.0,Spain,Spain,izquierdo,179,82,150000,2028-06-30,3,98,0,0.09,True,sergio sanchis|unionistas de salamanca|2025-26
2025-26,def,P. Andreev,Lech Poznań,GK,GK,Portero,21.0,Bulgaria,Bulgaria,derecho,192,81,2000000,2029-06-30,1,98,0,0.0,True,p andreev|lech poznan|2025-26
2024-25,def,Alfonso Pastor,Rio Ave,GK,GK,Portero,25.0,Spain,Spain,derecho,190,82,200000,2026-06-30,1,98,0,0.0,False,alfonso pastor|rio ave|2024-25
2021-22,med,A. Kawaya,,"LAMF, LW",LAMF,Mediapunta,28.0,Belgium,"Belgium, Congo DR",izquierdo,174,82,0,,3,98,0,0.04,False,a kawaya||2021-22
2021-22,def,Dani Hernández,,GK,GK,Portero,40.0,Venezuela,"Venezuela, Spain",derecho,196,89,0,,1,98,0,0.0,False,dani hernandez||2021-22
2023-24,def,Rubén Gómez,Villarreal CF B,GK,GK,Portero,23.0,Spain,Spain,,185,76,0,2027-06-30,1,97,0,0.0,False,ruben gomez|villarreal cf b|2023-24
2022-23,def,Miki Bosch,Pontevedra,LCB,LCB,Central,24.0,Spain,Spain,derecho,190,78,100000,2026-06-30,1,97,0,0.0,False,miki bosch|pontevedra|2022-23
2025-26,def,Iker García,Recreativo Granada,GK,GK,Portero,20.0,Spain,Spain,,0,0,0,2027-06-30,1,97,0,0.0,False,iker garcia|recreativo granada|2025-26
2024-25,def,Emilio Bernad,Barcelona Atlètic,GK,GK,Portero,26.0,Spain,Spain,izquierdo,184,75,300000,2026-06-30,1,97,0,0.0,False,emilio bernad|barcelona atletic|2024-25
2024-25,def,Carlos López,Málaga CF,GK,GK,Portero,21.0,Spain,Spain,derecho,183,0,0,2029-06-30,1,97,0,0.0,False,carlos lopez|malaga cf|2024-25
2025-26,med,Jakes Gorosabel,Real Sociedad B,"CF, AMF, LW",CF,Delantero,21.0,Spain,Spain,derecho,0,0,0,2026-06-30,7,96,0,0.31,False,jakes gorosabel|real sociedad b|2025-26
2021-22,def,José Aurelio Suárez,JEF United,GK,GK,Portero,30.0,Spain,Spain,derecho,187,85,500000,,1,96,0,0.0,False,jose aurelio suarez|jef united|2021-22
2021-22,def,G. Makaridze,Iberia 1999,GK,GK,Portero,35.0,Georgia,Georgia,derecho,194,88,100000,2026-12-31,1,96,0,0.0,False,g makaridze|iberia 1999|2021-22
2021-22,def,Iván Fresneda,Sporting CP,RB,RB,Lateral,21.0,Spain,Spain,derecho,183,74,0,2028-06-30,1,96,0,0.02,False,ivan fresneda|sporting cp|2021-22
2021-22,att,L. Zúñiga Owono,Real Madrid Castilla,CF,CF,Delantero,23.0,Spain,"Spain, Equatorial Guinea",ambidiestro,180,74,0,2027-06-30,4,96,0,0.43,False,l zuniga owono|real madrid castilla|2021-22
2021-22,def,Sergi Puig,Girona FC,GK,GK,Portero,27.0,Spain,Spain,derecho,187,78,150000,2026-06-30,1,96,0,0.0,False,sergi puig|girona fc|2021-22
2025-26,med,N. Benedetti,UD Las Palmas,"LW, LCMF, CF",LW,Extremo,29.0,Colombia,Colombia,derecho,177,76,3000000,2026-06-30,5,95,0,0.0,False,n benedetti|ud las palmas|2025-26
2021-22,med,Marcos André,Real Valladolid CF,"CF, LW",CF,Delantero,28.0,Brazil,"Brazil, Spain",derecho,185,78,2000000,2029-06-30,1,95,1,1.02,False,marcos andre|real valladolid cf|2021-22
2025-26,med,D. Fuentes,Racing Santander,"AMF, RCMF, LW",AMF,Mediapunta,22.0,Spain,Spain,izquierdo,175,68,0,2026-06-30,6,94,0,0.27,False,d fuentes|racing santander|2025-26
2022-23,med,Nacho Méndez,Johor Darul Ta'zim,"LCMF, LDMF, CF",LCMF,Centrocampista,27.0,Spain,Spain,izquierdo,178,77,1500000,2026-06-30,3,94,0,0.0,False,nacho mendez|johor darul tazim|2022-23
2023-24,def,L. Badiashile,,GK,GK,Portero,28.0,France,"France, Congo DR",derecho,186,80,100000,,1,94,0,0.0,False,l badiashile||2023-24
2022-23,med,Jaime Romero,,"RAMF, RW, CF",RAMF,Mediapunta,35.0,Spain,Spain,izquierdo,177,0,0,,6,94,0,0.32,False,jaime romero||2022-23
2025-26,att,Manu Vallejo,Mjällby,"CF, RW, DMF",CF,Delantero,29.0,Spain,Spain,derecho,167,62,1500000,2026-06-30,4,94,0,0.07,False,manu vallejo|mjallby|2025-26
2022-23,med,Nacho Castillo,Ourense CF,"LAMF, RCMF, CF",LAMF,Mediapunta,25.0,Spain,Spain,derecho,183,78,0,2026-06-30,6,93,0,0.05,False,nacho castillo|ourense cf|2022-23
2025-26,def,Miguel Bañuz,Cultural Leonesa,GK,GK,Portero,32.0,Spain,Spain,derecho,188,78,250000,2026-06-30,1,93,0,0.0,False,miguel banuz|cultural leonesa|2025-26
2023-24,med,Pedro Benito,Real Murcia,"CF, LCMF",CF,Delantero,25.0,Spain,"Spain, Ukraine",derecho,182,78,300000,2026-06-30,7,92,0,0.76,False,pedro benito|real murcia|2023-24
2024-25,med,Juanma,Unionistas de Salamanca,"DMF, LCMF, RW",DMF,Mediocentro,22.0,Spain,Spain,derecho,175,66,0,2026-06-30,5,92,0,0.0,False,juanma|unionistas de salamanca|2024-25
2024-25,med,Rafa Rodríguez,Málaga CF,"RCMF, RDMF, AMF",RCMF,Centrocampista,22.0,Spain,Spain,,180,79,0,2028-06-30,6,92,2,0.48,False,rafa rodriguez|malaga cf|2024-25
2025-26,med,Darío Ramírez,Real Sociedad B,"LW, RAMF, RW",LW,Extremo,21.0,Spain,Spain,derecho,0,0,0,2027-06-30,5,91,0,0.02,False,dario ramirez|real sociedad b|2025-26
2022-23,med,Luis Perea,Arka Gdynia,DMF,DMF,Mediocentro,28.0,Spain,Spain,derecho,191,85,600000,2027-06-30,1,89,0,0.0,False,luis perea|arka gdynia|2022-23
2023-24,def,Juan Pérez,SD Huesca,GK,GK,Portero,29.0,Spain,Spain,derecho,191,83,600000,2026-06-30,1,89,0,0.0,False,juan perez|sd huesca|2023-24
2025-26,def,Rubén Pulido,CD Leganés,"LCB, RB, RCB",LCB,Central,25.0,Spain,Spain,derecho,184,82,600000,2028-06-30,4,89,0,0.0,False,ruben pulido|cd leganes|2025-26
2022-23,def,Juan Durán,Rayo Majadahonda,LB,LB,Lateral,25.0,Spain,Spain,izquierdo,180,74,0,2026-06-30,2,89,0,0.0,False,juan duran|rayo majadahonda|2022-23
2025-26,med,M. Loum,Sporting Gijón,"DMF, LCMF, RDMF",DMF,Mediocentro,29.0,Senegal,Senegal,derecho,188,80,2000000,2027-06-30,5,88,0,0.0,False,m loum|sporting gijon|2025-26
2025-26,att,Higinio Marín,Albacete Balompié,CF,CF,Delantero,32.0,Spain,Spain,derecho,184,74,1000000,2027-06-30,4,87,0,0.75,False,higinio marin|albacete balompie|2025-26
2024-25,att,Alassan,CD Tenerife,"LW, CF",LW,Extremo,23.0,Spain,"Spain, Guinea-Bissau",derecho,177,63,0,2026-06-30,2,87,0,0.22,False,alassan|cd tenerife|2024-25
2021-22,def,P. García,Città di Fasano,LCB,LCB,Central,30.0,Spain,Spain,izquierdo,187,71,150000,2026-06-30,2,87,0,0.0,False,p garcia|citta di fasano|2021-22
2025-26,att,N. Ohio,Real Valladolid CF,CF,CF,Delantero,23.0,Netherlands,"Netherlands, England",izquierdo,185,76,2000000,2027-06-30,4,86,0,0.04,True,n ohio|real valladolid cf|2025-26
2021-22,att,C. Timité,,"CF, RDMF, RW",CF,Delantero,26.0,Côte d'Ivoire,"Côte d'Ivoire, France",derecho,180,79,325000,,5,85,0,0.06,False,c timite||2021-22
2025-26,def,D. Gueye,CD Leganés,RCB,RCB,Central,20.0,Spain,Spain,,0,0,0,,1,85,0,0.0,False,d gueye|cd leganes|2025-26
2021-22,def,Jordi Pola,AD Alcorcón,RCB,RCB,Central,25.0,Spain,Spain,derecho,191,78,250000,2026-06-30,1,85,0,0.0,False,jordi pola|ad alcorcon|2021-22
2023-24,att,A. Arnu,Real Madrid Castilla,CF,CF,Delantero,18.0,Spain,Spain,derecho,185,75,0,2027-06-30,2,85,0,0.0,True,a arnu|real madrid castilla|2023-24
2022-23,med,Yayo González,Cultural Leonesa,"RCMF, LCMF",RCMF,Centrocampista,21.0,Spain,Spain,derecho,192,79,0,2027-06-30,3,85,0,0.0,False,yayo gonzalez|cultural leonesa|2022-23
2023-24,med,Alberto Vaquero,Tarazona,"RCMF, LCMF",RCMF,Centrocampista,21.0,Spain,Spain,izquierdo,184,76,0,2026-06-30,4,84,0,0.05,False,alberto vaquero|tarazona|2023-24
2025-26,att,Douglas Aurélio,CD Castellón,"RWF, LW, CF",RWF,Extremo,27.0,Brazil,"Brazil, Portugal",izquierdo,183,78,800000,2026-06-30,4,83,1,0.76,False,douglas aurelio|cd castellon|2025-26
2023-24,def,Marcos Navarro,Valencia U21,LB,LB,Lateral,21.0,Spain,Spain,izquierdo,172,0,0,2027-06-30,3,83,0,0.0,False,marcos navarro|valencia u21|2023-24
2023-24,med,J. Locadia,Miami,"CF, RAMF, AMF",CF,Delantero,32.0,Netherlands,"Netherlands, Curaçao",derecho,193,78,800000,2026-11-30,4,83,0,1.19,False,j locadia|miami|2023-24
2024-25,med,M. Perović,Atlético Madrid B,"LAMF, LW",LAMF,Mediapunta,19.0,Montenegro,Montenegro,izquierdo,177,70,0,2028-06-30,6,83,0,0.12,True,m perovic|atletico madrid b|2024-25
2024-25,def,Carlos Nieto,Tarazona,LB,LB,Lateral,29.0,Spain,Spain,izquierdo,181,73,500000,2026-06-30,3,82,0,0.01,False,carlos nieto|tarazona|2024-25
2021-22,att,Raúl Caballero,Torrent,"CF, LW",CF,Delantero,25.0,Spain,Spain,derecho,178,73,50000,2026-06-30,3,82,0,0.09,False,raul caballero|torrent|2021-22
2021-22,med,M. Rico,SD Huesca,"RCMF, RW, RWB",RCMF,Centrocampista,22.0,Spain,Spain,derecho,0,0,0,2027-06-30,3,81,0,0.04,False,m rico|sd huesca|2021-22
2025-26,att,Miguel Conde,Sporting Gijón,"AMF, CF",AMF,Mediapunta,20.0,Spain,Spain,,0,0,0,,6,80,0,0.0,False,miguel conde|sporting gijon|2025-26
2022-23,def,M. Trabanco,Caudal,RB,RB,Lateral,24.0,Spain,Spain,derecho,177,64,150000,2026-06-30,1,80,0,0.04,False,m trabanco|caudal|2022-23
2022-23,med,Dani Clavijo,Antequera,RCMF,RCMF,Centrocampista,22.0,Spain,Spain,derecho,176,70,0,2026-06-30,1,80,0,0.0,False,dani clavijo|antequera|2022-23
2022-23,def,Andrés Caro,Valencia Mestalla,"LCB, DMF",LCB,Central,21.0,Spain,Spain,derecho,184,70,100000,2026-06-30,2,79,0,0.0,False,andres caro|valencia mestalla|2022-23
2025-26,med,P. Mbemba,Sporting Gijón,"RCMF, LDMF, AMF",RCMF,Centrocampista,21.0,France,France,,0,0,0,2027-06-30,3,79,0,0.08,False,p mbemba|sporting gijon|2025-26
2022-23,med,J. Panichelli,Strasbourg,"AMF, CF",AMF,Mediapunta,23.0,Argentina,Argentina,derecho,187,82,0,2030-06-30,4,79,0,0.78,False,j panichelli|strasbourg|2022-23
2024-25,def,G. Konan,Gil Vicente,LB,LB,Lateral,30.0,Côte d'Ivoire,Côte d'Ivoire,izquierdo,176,71,6000000,2026-06-30,2,78,0,0.0,False,g konan|gil vicente|2024-25
2021-22,med,C. Yanis,Cobresal,"LW, RW, RWF",LW,Extremo,30.0,Panama,Panama,izquierdo,164,59,225000,2026-06-30,2,78,0,0.0,False,c yanis|cobresal|2021-22
2023-24,med,Ander Madariaga,SD Eibar,"AMF, RAMF, RW",AMF,Mediapunta,23.0,Spain,Spain,,0,0,0,2028-06-30,4,77,0,0.0,False,ander madariaga|sd eibar|2023-24
2025-26,med,Andrés Campos,CD Leganés,"LCMF, RW, LDMF",LCMF,Centrocampista,24.0,Spain,Spain,izquierdo,178,74,0,2027-06-30,4,76,0,0.03,False,andres campos|cd leganes|2025-26
2021-22,med,W. Tchimbembé,Chauray,"LCMF, AMF",LCMF,Centrocampista,27.0,France,"France, Congo",izquierdo,180,74,300000,,6,76,0,0.0,False,w tchimbembe|chauray|2021-22
2025-26,med,H. Garcia,Eibar B,"LW, LCMF",LW,Extremo,20.0,Spain,Spain,,0,0,0,,5,76,0,0.16,False,h garcia|eibar b|2025-26
2025-26,att,Julen Martínez,CD Mirandés,"CF, RCMF",CF,Delantero,21.0,Spain,Spain,unknown,0,0,0,,5,75,0,0.16,False,julen martinez|cd mirandes|2025-26
